Date,Modality,FirstImageTime,ImagesPerSecond
2021-11-24 09:49:39,MR,0.54,164.12
2021-11-24 09:49:42,CR,0.15,24.22
2021-11-24 09:49:42,MG,0.37,6.59
2021-11-24 09:49:43,US,0.17,307.23
2021-11-24 09:49:47,US,0.3,158.09
2021-11-24 09:49:48,US,0.3,144.87
2021-11-24 09:49:49,CR,0.3,12.66
2021-11-24 09:49:49,CR,0.15,24.65
2021-11-24 09:49:54,MG,0.25,7.22
2021-11-24 09:49:56,CR,0.15,28.94
2021-11-24 09:50:05,MR,0.15,303.99
2021-11-24 09:50:05,MG,0.33,10.08
2021-11-24 09:50:07,MG,0.21,8.38
2021-11-24 09:50:09,MG,0.36,9.46
2021-11-24 09:50:09,CT,0.17,844.36
2021-11-24 09:50:09,CR,0.19,20.32
2021-11-24 09:50:11,CR,0.15,29.47
2021-11-24 09:50:13,US,0.22,133.43
2021-11-24 09:50:13,CR,0.41,9.28
2021-11-24 09:50:15,CR,0.15,13.83
2021-11-24 09:50:16,CT,0.16,762.13
2021-11-24 09:50:17,MG,0.36,9.65
2021-11-24 09:50:19,CT,0.17,653.7
2021-11-24 09:50:26,CR,0.18,26.14
2021-11-24 09:50:29,MG,0.19,12.25
2021-11-24 09:50:31,CT,0.32,276.29
2021-11-24 09:50:31,MR,0.22,332.33
2021-11-24 09:50:31,US,0.31,71.97
2021-11-24 09:50:35,MR,0.14,542.18
2021-11-24 09:50:39,MR,0.23,273.78
2021-11-24 09:50:40,CT,0.31,409.81
2021-11-24 09:50:41,CR,0.27,13.7
2021-11-24 09:50:42,CR,0.17,27.24
2021-11-24 09:50:47,CR,0.16,25.32
2021-11-24 09:50:52,CR,0.15,29.3
2021-11-24 09:50:53,CR,0.26,13.36
2021-11-24 09:50:58,CT,0.29,343.8
2021-11-24 09:51:01,CT,0.16,630.34
2021-11-24 09:51:02,US,0.2,173.89
2021-11-24 09:51:02,US,0.3,148.23
2021-11-24 09:51:02,CR,0.16,26.49
2021-11-24 09:51:05,CR,0.15,26.85
2021-11-24 09:51:08,CT,0.17,587.01
2021-11-24 09:51:09,MR,0.23,277.31
2021-11-24 09:51:10,US,0.18,311.0
2021-11-24 09:51:10,CR,0.42,11.14
2021-11-24 09:51:11,CR,0.46,7.79
2021-11-24 09:51:12,MR,0.14,605.18
2021-11-24 09:51:13,CR,0.27,11.55
2021-11-24 09:51:14,US,0.19,141.54
2021-11-24 09:51:15,US,0.11,61.96
2021-11-24 09:51:17,CR,0.17,26.65
2021-11-24 09:51:20,CR,0.16,26.88
2021-11-24 09:51:21,MR,0.28,264.25
2021-11-24 09:51:21,MR,0.15,453.41
2021-11-24 09:51:25,MR,0.19,269.65
2021-11-24 09:51:27,CR,0.28,11.26
2021-11-24 09:51:27,CR,0.15,30.75
2021-11-24 09:51:30,CR,0.16,21.79
2021-11-24 09:51:33,CR,0.28,14.67
2021-11-24 09:51:34,CR,0.27,10.87
2021-11-24 09:51:37,CR,0.12,17.9
2021-11-24 09:51:37,MG,0.31,5.83
2021-11-24 09:51:41,MR,0.24,162.76
2021-11-24 09:51:41,CR,0.28,13.66
2021-11-24 09:51:46,CR,0.16,20.94
2021-11-24 09:51:49,CT,0.28,401.64
2021-11-24 09:51:50,CR,0.25,9.51
2021-11-24 09:51:51,US,0.15,152.35
2021-11-24 09:51:51,US,0.17,177.12
2021-11-24 09:51:54,CR,0.29,9.96
2021-11-24 09:52:00,MR,0.12,606.76
2021-11-24 09:52:01,CR,0.16,18.26
2021-11-24 09:52:03,CR,0.1,24.58
2021-11-24 09:52:05,CR,0.18,26.19
2021-11-24 09:52:05,CR,0.3,6.28
2021-11-24 09:52:07,CR,0.26,14.93
2021-11-24 09:52:09,CR,0.15,26.68
2021-11-24 09:52:10,CR,0.15,29.74
2021-11-24 09:52:13,MR,0.17,462.66
2021-11-24 09:52:17,CR,0.18,22.5
2021-11-24 09:52:18,CT,0.17,601.88
2021-11-24 09:52:21,CR,0.27,6.59
2021-11-24 09:52:21,CT,0.23,343.77
2021-11-24 09:52:22,CR,0.16,28.65
2021-11-24 09:52:25,CR,0.15,29.53
2021-11-24 09:52:28,US,0.18,213.94
2021-11-24 09:52:29,CR,0.15,12.64
2021-11-24 09:52:34,CR,0.15,21.06
2021-11-24 09:52:38,CR,0.17,17.98
2021-11-24 09:52:38,CT,0.34,359.79
2021-11-24 09:52:39,CR,0.15,30.89
2021-11-24 09:52:41,CR,0.29,13.81
2021-11-24 09:52:41,US,0.15,250.16
2021-11-24 09:52:43,MG,0.41,10.56
2021-11-24 09:52:44,CR,0.16,23.97
2021-11-24 09:52:47,MR,0.27,157.12
2021-11-24 09:52:47,CR,0.36,8.42
2021-11-24 09:52:52,CR,0.16,20.89
2021-11-24 09:52:52,MG,0.18,10.14
2021-11-24 09:52:54,US,0.15,268.34
2021-11-24 09:52:56,CR,0.15,26.37
2021-11-24 09:52:57,CR,0.15,21.15
2021-11-24 09:52:59,CT,0.1,702.24
2021-11-24 09:53:01,CR,0.15,30.43
2021-11-24 09:53:02,MG,0.32,6.35
2021-11-24 09:53:03,CR,0.15,29.72
2021-11-24 09:53:07,US,0.17,296.36
2021-11-24 09:53:07,CT,0.12,785.04
2021-11-24 09:53:09,CT,0.32,300.04
2021-11-24 09:53:10,CR,0.16,28.05
2021-11-24 09:53:11,CR,0.29,18.16
2021-11-24 09:53:12,US,0.3,196.87
2021-11-24 09:53:12,CR,0.09,30.9
2021-11-24 09:53:13,CT,0.33,306.44
2021-11-24 09:53:14,CR,0.15,23.14
2021-11-24 09:53:14,CT,0.12,504.95
2021-11-24 09:53:19,CT,0.18,648.67
2021-11-24 09:53:19,MG,0.21,11.25
2021-11-24 09:53:25,CR,0.28,12.66
2021-11-24 09:53:27,CR,0.17,18.74
2021-11-24 09:53:29,CT,0.1,595.09
2021-11-24 09:53:29,CR,0.27,11.92
2021-11-24 09:53:30,CR,0.26,14.43
2021-11-24 09:53:30,MG,0.18,12.85
2021-11-24 09:53:32,US,0.28,86.19
2021-11-24 09:53:33,CR,0.26,13.4
2021-11-24 09:53:33,CR,0.27,12.0
2021-11-24 09:53:36,CT,0.94,641.56
2021-11-24 09:53:38,MG,0.34,4.65
2021-11-24 09:53:44,CT,0.33,331.51
2021-11-24 09:53:45,CT,0.33,273.42
2021-11-24 09:53:46,US,0.16,129.08
2021-11-24 09:53:47,CT,0.28,388.27
2021-11-24 09:53:51,US,0.27,204.3
2021-11-24 09:53:53,CR,0.32,10.04
2021-11-24 09:53:54,CT,0.74,288.51
2021-11-24 09:53:55,CR,0.17,16.24
2021-11-24 09:53:55,CR,0.24,28.65
2021-11-24 09:53:59,CR,0.29,14.88
2021-11-24 09:54:00,CR,0.58,12.76
2021-11-24 09:54:02,CT,0.3,281.4
2021-11-24 09:54:03,MG,0.21,10.31
2021-11-24 09:54:04,US,0.16,150.15
2021-11-24 09:54:06,CT,0.17,447.79
2021-11-24 09:54:06,MG,0.21,10.18
2021-11-24 09:54:06,US,0.34,82.83
2021-11-24 09:54:07,MG,0.26,6.82
2021-11-24 09:54:08,MG,0.13,11.22
2021-11-24 09:54:08,CR,0.25,13.54
2021-11-24 09:54:12,US,0.14,305.19
2021-11-24 09:54:17,MG,0.43,6.59
2021-11-24 09:54:20,CR,0.09,30.33
2021-11-24 09:54:22,CR,0.31,10.71
2021-11-24 09:54:27,MG,0.19,10.66
2021-11-24 09:54:27,MR,0.14,469.53
2021-11-24 09:54:28,US,0.18,238.31
2021-11-24 09:54:28,CT,0.18,791.51
2021-11-24 09:54:28,CR,0.15,31.09
2021-11-24 09:54:33,CR,0.16,28.98
2021-11-24 09:54:34,CR,0.15,26.17
2021-11-24 09:54:35,CT,0.17,740.24
2021-11-24 09:54:35,MG,0.33,5.9
2021-11-24 09:54:35,US,0.2,151.22
2021-11-24 09:54:37,CR,0.12,25.8
2021-11-24 09:54:37,MG,0.21,10.41
2021-11-24 09:54:38,CR,0.3,8.3
2021-11-24 09:54:39,MR,0.23,659.96
2021-11-24 09:54:40,CR,0.17,30.08
2021-11-24 09:54:41,MG,0.3,6.66
2021-11-24 09:54:44,US,0.33,83.38
2021-11-24 09:54:46,MG,0.21,10.61
2021-11-24 09:54:46,US,0.17,283.43
2021-11-24 09:54:50,US,0.1,88.03
2021-11-24 09:54:50,MG,0.19,11.28
2021-11-24 09:54:52,CR,0.3,30.37
2021-11-24 09:54:54,CR,0.24,30.54
2021-11-24 09:54:54,CT,0.16,554.86
2021-11-24 09:54:57,CR,0.15,27.38
2021-11-24 09:54:57,CT,0.12,270.7
2021-11-24 09:54:58,MR,0.15,343.07
2021-11-24 09:54:59,CR,0.15,24.76
2021-11-24 09:55:03,CT,0.12,512.11
2021-11-24 09:55:05,CT,0.3,488.97
2021-11-24 09:55:15,CR,0.15,29.73
2021-11-24 09:55:16,MR,0.13,356.91
2021-11-24 09:55:18,CT,0.31,402.3
2021-11-24 09:55:19,CR,0.15,26.85
2021-11-24 09:55:20,CR,0.3,11.87
2021-11-24 09:55:24,MG,0.38,6.12
2021-11-24 09:55:25,MR,0.13,522.87
2021-11-24 09:55:26,MR,0.3,180.51
2021-11-24 09:55:34,CT,0.33,351.63
2021-11-24 09:55:39,MG,0.32,5.74
2021-11-24 09:55:42,CT,0.12,400.82
2021-11-24 09:55:43,CR,0.16,23.6
2021-11-24 09:55:44,MG,0.55,12.6
2021-11-24 09:55:44,CR,0.1,26.28
2021-11-24 09:55:46,US,0.16,99.98
2021-11-24 09:55:52,CR,0.16,21.0
2021-11-24 09:55:53,MG,0.19,11.3
2021-11-24 09:55:55,CR,0.17,25.32
2021-11-24 09:55:58,CR,0.28,12.1
2021-11-24 09:55:59,CT,0.17,645.1
2021-11-24 09:56:03,CR,0.38,8.81
2021-11-24 09:56:04,CR,0.17,28.0
2021-11-24 09:56:05,MG,0.15,8.58
2021-11-24 09:56:05,MR,0.24,196.86
2021-11-24 09:56:07,MR,0.13,316.29
2021-11-24 09:56:16,CR,0.09,29.2
2021-11-24 09:56:17,US,0.16,154.08
2021-11-24 09:56:19,US,0.34,85.93
2021-11-24 09:56:20,US,0.42,143.25
2021-11-24 09:56:22,MG,0.18,9.95
2021-11-24 09:56:22,CR,0.17,23.19
2021-11-24 09:56:24,US,0.16,133.43
2021-11-24 09:56:25,MG,0.35,10.35
2021-11-24 09:56:27,CT,0.17,652.4
2021-11-24 09:56:27,CT,0.06,358.47
2021-11-24 09:56:31,MG,0.21,12.13
2021-11-24 09:56:32,CR,0.28,5.21
2021-11-24 09:56:32,CR,0.15,27.11
2021-11-24 09:56:36,CT,0.12,1093.0
2021-11-24 09:56:43,CT,0.32,340.08
2021-11-24 09:56:43,CR,0.19,16.3
2021-11-24 09:56:44,US,0.16,147.72
2021-11-24 09:56:44,US,0.15,261.46
2021-11-24 09:56:55,US,0.35,65.58
2021-11-24 09:56:56,CR,0.28,11.82
2021-11-24 09:57:03,CT,0.35,390.56
2021-11-24 09:57:07,CR,0.1,25.87
2021-11-24 09:57:08,CR,0.12,17.32
2021-11-24 09:57:12,MR,0.28,192.31
2021-11-24 09:57:14,CT,0.32,372.08
2021-11-24 09:57:15,CR,0.23,30.5
2021-11-24 09:57:16,CR,0.28,13.37
2021-11-24 09:57:19,CT,0.16,812.77
2021-11-24 09:57:23,US,0.11,171.78
2021-11-24 09:57:27,CR,0.28,13.72
2021-11-24 09:57:28,MR,0.25,157.51
2021-11-24 09:57:28,US,0.15,179.1
2021-11-24 09:57:29,US,0.3,155.82
2021-11-24 09:57:30,CR,0.3,10.56
2021-11-24 09:57:31,CR,0.33,7.69
2021-11-24 09:57:33,MR,0.14,534.56
2021-11-24 09:57:35,CT,0.34,321.3
2021-11-24 09:57:36,US,0.11,163.68
2021-11-24 09:57:40,CR,0.16,26.05
2021-11-24 09:57:42,US,0.15,255.66
2021-11-24 09:57:43,US,0.1,172.41
2021-11-24 09:57:46,US,0.15,280.8
2021-11-24 09:57:46,CR,0.15,27.4
2021-11-24 09:57:51,CR,0.15,23.54
2021-11-24 09:57:52,CT,0.16,891.2
2021-11-24 09:57:56,CT,0.32,325.87
2021-11-24 09:57:56,CR,0.16,28.05
2021-11-24 09:57:57,CR,0.16,27.28
2021-11-24 09:57:59,CR,0.15,29.14
2021-11-24 09:58:00,US,0.11,292.7
2021-11-24 09:58:02,CR,0.31,11.2
2021-11-24 09:58:03,CR,0.18,20.05
2021-11-24 09:58:03,CT,0.18,482.67
2021-11-24 09:58:06,US,0.16,136.71
2021-11-24 09:58:07,CR,0.15,29.74
2021-11-24 09:58:09,US,0.21,279.45
2021-11-24 09:58:10,CR,0.15,27.71
2021-11-24 09:58:10,CR,0.28,12.53
2021-11-24 09:58:14,CR,0.19,30.04
2021-11-24 09:58:14,CR,0.18,16.03
2021-11-24 09:58:21,CR,0.15,26.49
2021-11-24 09:58:24,CT,0.18,527.57
2021-11-24 09:58:25,CT,0.2,647.27
2021-11-24 09:58:32,CR,0.31,11.5
2021-11-24 09:58:33,US,0.17,67.73
2021-11-24 09:58:33,CR,0.37,11.64
2021-11-24 09:58:33,CT,0.4,374.66
2021-11-24 09:58:37,CR,0.15,29.04
2021-11-24 09:58:38,CR,0.15,30.15
2021-11-24 09:58:39,CR,0.27,11.76
2021-11-24 09:58:40,CT,0.14,697.85
2021-11-24 09:58:41,CT,0.18,923.63
2021-11-24 09:58:43,CT,0.19,705.36
2021-11-24 09:58:48,CR,0.28,12.59
2021-11-24 09:58:49,CR,0.15,26.11
2021-11-24 09:58:50,CR,0.15,26.99
2021-11-24 09:58:52,MG,0.2,9.38
2021-11-24 09:58:55,CT,0.16,660.99
2021-11-24 09:58:55,CR,0.15,28.96
2021-11-24 09:58:59,CT,0.26,250.07
2021-11-24 09:59:01,US,0.18,299.4
2021-11-24 09:59:03,CR,0.15,29.98
2021-11-24 09:59:04,CR,0.16,24.46
2021-11-24 09:59:08,CR,0.31,12.95
2021-11-24 09:59:09,CR,0.32,11.27
2021-11-24 09:59:09,CR,0.29,11.8
2021-11-24 09:59:11,CR,0.27,15.8
2021-11-24 09:59:12,MG,0.19,11.68
2021-11-24 09:59:12,US,0.32,90.94
2021-11-24 09:59:16,CR,0.15,29.0
2021-11-24 09:59:18,CT,0.12,585.25
2021-11-24 09:59:20,CT,0.12,497.9
2021-11-24 09:59:21,MG,0.19,12.43
2021-11-24 09:59:22,US,0.35,86.39
2021-11-24 09:59:23,CR,0.21,26.25
2021-11-24 09:59:27,CR,0.33,9.03
2021-11-24 09:59:27,MR,0.15,311.08
2021-11-24 09:59:29,CT,0.37,354.13
2021-11-24 09:59:32,CR,0.16,22.66
2021-11-24 09:59:32,CT,0.22,602.54
2021-11-24 09:59:32,CT,0.17,569.31
2021-11-24 09:59:32,CR,0.46,7.87
2021-11-24 09:59:34,CR,0.16,22.87
2021-11-24 09:59:35,CR,0.16,23.34
2021-11-24 09:59:36,MG,0.39,11.15
2021-11-24 09:59:38,CT,0.1,679.16
2021-11-24 09:59:39,CR,0.2,27.29
2021-11-24 09:59:41,CR,0.26,13.7
2021-11-24 09:59:44,CR,0.27,15.46
2021-11-24 09:59:45,CR,0.16,25.07
2021-11-24 09:59:46,MG,0.2,9.54
2021-11-24 09:59:49,MG,0.2,10.68
2021-11-24 09:59:49,CT,0.32,285.56
2021-11-24 09:59:50,MG,0.2,10.38
2021-11-24 09:59:53,MG,0.22,11.54
2021-11-24 09:59:56,CR,0.15,30.0
2021-11-24 09:59:57,CR,0.32,15.49
2021-11-24 09:59:58,MR,0.09,492.22
2021-11-24 10:00:01,MG,0.33,5.36
2021-11-24 10:00:02,MG,0.19,12.32
2021-11-24 10:00:02,CR,0.15,31.12
2021-11-24 10:00:09,CR,0.36,10.84
2021-11-24 10:00:10,CT,0.37,343.74
2021-11-24 10:00:15,MG,0.27,8.84
2021-11-24 10:00:16,CT,0.36,282.49
2021-11-24 10:00:19,MG,0.24,12.13
2021-11-24 10:00:19,CR,0.17,24.05
2021-11-24 10:00:21,MR,0.16,542.22
2021-11-24 10:00:21,MR,0.09,451.41
2021-11-24 10:00:22,CR,0.19,24.64
2021-11-24 10:00:22,MG,0.32,10.41
2021-11-24 10:00:27,CR,0.15,28.81
2021-11-24 10:00:28,CR,0.24,17.65
2021-11-24 10:00:30,CR,0.27,14.43
2021-11-24 10:00:30,MR,0.27,256.75
2021-11-24 10:00:32,CR,0.15,29.34
2021-11-24 10:00:34,US,0.12,135.72
2021-11-24 10:00:35,US,0.14,59.3
2021-11-24 10:00:35,US,0.3,147.7
2021-11-24 10:00:36,MR,0.19,333.83
2021-11-24 10:00:41,MR,0.3,220.66
2021-11-24 10:00:42,CR,0.27,12.83
2021-11-24 10:00:47,CR,0.16,25.52
2021-11-24 10:00:48,CR,0.26,13.05
2021-11-24 10:00:51,CR,0.15,29.09
2021-11-24 10:00:53,CR,0.18,25.67
2021-11-24 10:00:54,MG,0.32,6.75
2021-11-24 10:00:56,CR,0.15,29.69
2021-11-24 10:00:56,CT,0.3,350.06
2021-11-24 10:00:57,CR,0.26,5.33
2021-11-24 10:00:57,CR,0.16,28.06
2021-11-24 10:00:59,CT,0.36,512.25
2021-11-24 10:01:00,CT,0.1,504.22
2021-11-24 10:01:00,US,0.14,270.07
2021-11-24 10:01:03,CR,0.16,26.56
2021-11-24 10:01:08,CR,0.15,1.36
2021-11-24 10:01:08,MG,0.34,4.01
2021-11-24 10:01:09,CR,0.41,7.63
2021-11-24 10:01:10,US,1.45,141.81
2021-11-24 10:01:11,MG,0.2,12.26
2021-11-24 10:01:12,MR,0.57,250.17
2021-11-24 10:01:14,CT,0.44,254.16
2021-11-24 10:01:21,CT,0.12,630.59
2021-11-24 10:01:22,CR,0.16,29.34
2021-11-24 10:01:23,CR,0.16,25.52
2021-11-24 10:01:25,CR,0.16,26.3
2021-11-24 10:01:27,CR,0.21,13.2
2021-11-24 10:01:30,CR,0.18,25.96
2021-11-24 10:01:34,US,0.16,293.5
2021-11-24 10:01:34,MG,0.29,6.91
2021-11-24 10:01:46,CR,0.15,18.12
2021-11-24 10:01:46,US,0.37,105.35
2021-11-24 10:01:51,CR,0.16,24.73
2021-11-24 10:01:53,CR,0.19,25.95
2021-11-24 10:01:54,CR,0.18,20.21
2021-11-24 10:01:56,MR,0.21,206.09
2021-11-24 10:02:00,MR,0.21,262.91
2021-11-24 10:02:02,MG,0.61,6.35
2021-11-24 10:02:02,MR,0.27,136.25
2021-11-24 10:02:07,US,0.23,59.92
2021-11-24 10:02:08,MG,0.26,6.96
2021-11-24 10:02:08,CT,0.28,639.13
2021-11-24 10:02:12,US,0.17,147.05
2021-11-24 10:02:14,CT,0.31,193.84
2021-11-24 10:02:15,CR,0.17,25.38
2021-11-24 10:02:16,CR,0.15,29.42
2021-11-24 10:02:17,CR,0.16,24.85
2021-11-24 10:02:19,MG,0.34,9.84
2021-11-24 10:02:20,CR,0.17,29.38
2021-11-24 10:02:21,CR,0.28,10.14
2021-11-24 10:02:22,CR,0.26,14.22
2021-11-24 10:02:26,US,0.18,155.26
2021-11-24 10:02:27,CR,0.15,29.16
2021-11-24 10:02:28,MR,0.15,356.73
2021-11-24 10:02:34,CT,0.18,512.48
2021-11-24 10:02:35,US,0.29,136.33
2021-11-24 10:02:36,CR,0.15,30.76
2021-11-24 10:02:36,CR,0.15,31.9
2021-11-24 10:02:39,CT,0.18,684.64
2021-11-24 10:02:43,CR,0.15,27.84
2021-11-24 10:02:45,CR,0.16,27.86
2021-11-24 10:02:46,CT,0.17,769.71
2021-11-24 10:02:46,CR,0.15,28.88
2021-11-24 10:02:47,CR,0.18,24.57
2021-11-24 10:02:51,CR,0.27,11.99
2021-11-24 10:02:53,CT,0.12,526.13
2021-11-24 10:02:54,CR,0.09,25.53
2021-11-24 10:02:59,CR,0.19,28.97
2021-11-24 10:03:01,US,0.22,142.97
2021-11-24 10:03:09,MG,0.32,10.19
2021-11-24 10:03:10,CT,0.1,657.82
2021-11-24 10:03:11,US,0.15,291.47
2021-11-24 10:03:14,CT,0.17,705.61
2021-11-24 10:03:15,CR,0.4,4.8
2021-11-24 10:03:16,CR,0.17,24.0
2021-11-24 10:03:16,US,0.18,252.17
2021-11-24 10:03:17,MR,0.16,359.08
2021-11-24 10:03:19,CT,0.22,587.17
2021-11-24 10:03:21,MG,0.17,12.22
2021-11-24 10:03:24,US,0.5,130.74
2021-11-24 10:03:25,MG,2.22,14.07
2021-11-24 10:03:25,CR,0.17,18.34
2021-11-24 10:03:27,US,0.15,296.11
2021-11-24 10:03:28,CR,0.32,12.81
2021-11-24 10:03:39,CR,0.15,27.57
2021-11-24 10:03:40,US,0.35,94.31
2021-11-24 10:03:42,CT,0.37,343.95
2021-11-24 10:03:42,US,0.18,294.46
2021-11-24 10:03:46,CT,0.24,335.88
2021-11-24 10:03:46,CT,0.13,794.32
2021-11-24 10:03:46,CT,0.21,440.52
2021-11-24 10:03:47,CT,0.22,308.67
2021-11-24 10:03:47,US,0.31,100.77
2021-11-24 10:03:47,CT,0.12,474.56
2021-11-24 10:03:48,US,0.37,74.8
2021-11-24 10:03:49,CR,0.22,24.72
2021-11-24 10:03:50,CT,0.35,348.67
2021-11-24 10:03:51,CR,0.2,16.72
2021-11-24 10:03:55,CR,0.3,12.8
2021-11-24 10:03:57,CT,0.25,605.62
2021-11-24 10:03:58,CR,0.15,28.33
2021-11-24 10:03:59,CR,0.16,27.11
2021-11-24 10:03:59,CR,0.15,27.92
2021-11-24 10:04:00,MR,0.13,315.84
2021-11-24 10:04:01,US,0.33,86.43
2021-11-24 10:04:01,MR,0.29,296.74
2021-11-24 10:04:04,CR,0.28,28.55
2021-11-24 10:04:06,MR,0.16,374.37
2021-11-24 10:04:06,CT,0.2,741.19
2021-11-24 10:04:08,CR,0.15,25.15
2021-11-24 10:04:09,CT,0.34,372.9
2021-11-24 10:04:11,CR,0.3,11.86
2021-11-24 10:04:11,CT,0.16,510.6
2021-11-24 10:04:15,CR,0.18,23.92
2021-11-24 10:04:19,CT,0.18,548.31
2021-11-24 10:04:19,US,0.16,140.61
2021-11-24 10:04:20,US,0.29,147.04
2021-11-24 10:04:21,MG,0.21,13.36
2021-11-24 10:04:23,CR,0.19,25.83
2021-11-24 10:04:23,CR,0.15,27.95
2021-11-24 10:04:25,US,0.3,87.44
2021-11-24 10:04:35,MR,0.13,452.46
2021-11-24 10:04:35,US,0.2,139.74
2021-11-24 10:04:37,CR,0.21,17.92
2021-11-24 10:04:37,US,0.31,150.77
2021-11-24 10:04:40,CR,0.16,25.57
2021-11-24 10:04:42,CR,0.15,28.52
2021-11-24 10:04:43,CT,0.27,235.66
2021-11-24 10:04:44,CR,0.09,24.11
2021-11-24 10:04:49,CR,0.16,29.41
2021-11-24 10:04:52,CR,0.15,29.43
2021-11-24 10:04:53,CR,0.15,29.2
2021-11-24 10:04:56,MR,0.22,1170.59
2021-11-24 10:04:57,US,0.09,302.49
2021-11-24 10:04:58,CR,0.21,29.59
2021-11-24 10:04:58,CR,0.29,11.81
2021-11-24 10:05:03,CR,0.32,11.35
2021-11-24 10:05:05,CT,0.19,509.34
2021-11-24 10:05:10,CR,0.16,22.42
2021-11-24 10:05:13,CR,0.16,25.69
2021-11-24 10:05:13,CR,0.16,16.83
2021-11-24 10:05:16,MG,0.2,8.63
2021-11-24 10:05:19,CR,0.15,28.47
2021-11-24 10:05:20,CR,0.29,12.65
2021-11-24 10:05:23,MR,0.12,130.76
2021-11-24 10:05:23,MG,0.13,10.94
2021-11-24 10:05:25,US,0.36,159.14
2021-11-24 10:05:26,CR,0.15,32.04
2021-11-24 10:05:27,CT,0.16,712.76
2021-11-24 10:05:28,CT,0.17,752.38
2021-11-24 10:05:29,CT,0.52,296.83
2021-11-24 10:05:31,CR,0.15,29.65
2021-11-24 10:05:35,CR,0.38,9.96
2021-11-24 10:05:36,CT,0.23,266.78
2021-11-24 10:05:37,CR,0.11,14.32
2021-11-24 10:05:40,US,0.17,142.18
2021-11-24 10:05:40,MG,0.43,11.91
2021-11-24 10:05:41,US,0.15,257.49
2021-11-24 10:05:47,MR,0.21,270.49
2021-11-24 10:05:47,CT,0.27,612.27
2021-11-24 10:05:49,US,0.35,64.39
2021-11-24 10:05:52,CT,0.29,656.28
2021-11-24 10:05:53,MR,0.41,153.93
2021-11-24 10:05:53,MG,0.2,12.74
2021-11-24 10:05:59,CT,0.07,1141.69
2021-11-24 10:06:01,CR,0.17,26.08
2021-11-24 10:06:04,CR,0.15,30.03
2021-11-24 10:06:10,CT,0.23,310.29
2021-11-24 10:06:10,MR,0.15,514.3
2021-11-24 10:06:14,CR,0.27,12.08
2021-11-24 10:06:16,CT,0.12,675.97
2021-11-24 10:06:17,CR,0.16,24.72
2021-11-24 10:06:22,MR,0.14,532.45
2021-11-24 10:06:22,CR,0.09,26.88
2021-11-24 10:06:22,CR,0.17,28.86
2021-11-24 10:06:23,CR,0.15,27.75
2021-11-24 10:06:24,CR,0.15,25.34
2021-11-24 10:06:25,CR,0.15,26.34
2021-11-24 10:06:27,CR,0.15,29.46
2021-11-24 10:06:33,CR,0.1,28.18
2021-11-24 10:06:34,CR,0.18,28.44
2021-11-24 10:06:36,CT,0.16,824.8
2021-11-24 10:06:37,CR,0.18,18.71
2021-11-24 10:06:37,CR,0.14,49.53
2021-11-24 10:06:38,MR,0.13,954.17
2021-11-24 10:06:41,US,0.16,256.5
2021-11-24 10:06:41,CR,0.15,29.54
2021-11-24 10:06:44,CR,1.59,29.96
2021-11-24 10:06:45,CR,0.28,12.21
2021-11-24 10:06:45,CR,0.3,11.65
2021-11-24 10:06:47,MG,0.31,6.28
2021-11-24 10:06:50,MG,0.33,6.12
2021-11-24 10:06:50,CT,0.16,786.48
2021-11-24 10:06:51,CR,0.29,8.25
2021-11-24 10:06:52,US,0.29,166.28
2021-11-24 10:06:57,CT,0.07,518.73
2021-11-24 10:07:00,CT,0.18,794.7
2021-11-24 10:07:01,US,0.15,164.14
2021-11-24 10:07:06,MG,0.33,5.71
2021-11-24 10:07:06,CR,0.16,25.81
2021-11-24 10:07:12,MR,0.12,358.55
2021-11-24 10:07:13,MG,0.23,10.78
2021-11-24 10:07:24,CR,0.15,29.2
2021-11-24 10:07:25,CR,0.19,21.99
2021-11-24 10:07:25,US,0.18,152.78
2021-11-24 10:07:26,CT,0.14,719.33
2021-11-24 10:07:28,CR,0.28,14.89
2021-11-24 10:07:31,CT,0.17,683.32
2021-11-24 10:07:32,CR,0.15,27.34
2021-11-24 10:07:39,MG,0.44,7.27
2021-11-24 10:07:41,CT,0.31,286.27
2021-11-24 10:07:41,CR,0.1,28.84
2021-11-24 10:07:44,CR,0.26,13.39
2021-11-24 10:07:45,CR,0.16,21.68
2021-11-24 10:07:46,CR,0.17,24.63
2021-11-24 10:07:48,CR,0.2,21.13
2021-11-24 10:07:49,MR,0.14,441.41
2021-11-24 10:07:49,CT,0.14,411.18
2021-11-24 10:07:50,US,0.3,190.24
2021-11-24 10:07:50,US,0.18,281.25
2021-11-24 10:07:51,CR,0.15,26.85
2021-11-24 10:07:57,CR,0.28,13.2
2021-11-24 10:07:58,CR,0.15,26.74
2021-11-24 10:07:58,CR,0.15,27.33
2021-11-24 10:07:59,CR,0.17,27.34
2021-11-24 10:08:01,MG,0.35,5.95
2021-11-24 10:08:01,MG,0.19,12.19
2021-11-24 10:08:01,CR,0.26,11.6
2021-11-24 10:08:02,CR,0.15,26.36
2021-11-24 10:08:02,MG,0.18,12.36
2021-11-24 10:08:03,MR,0.23,218.42
2021-11-24 10:08:06,CR,0.37,11.51
2021-11-24 10:08:09,CR,0.2,26.89
2021-11-24 10:08:09,CR,0.16,25.31
2021-11-24 10:08:10,CR,0.24,30.42
2021-11-24 10:08:12,CT,0.33,311.53
