Date,Modality,FirstImageTime,ImagesPerSecond,headers were loaded,Total headers load time is[seconds],First header load time is[seconds],header per second [with first header],header per second [without first header],Load completed for request,images were loaded,Total load time is[seconds],Total Pixel data load time is[seconds],First image time is[seconds],images per second [with first image],images per second [without first image],Headers transfer rate[kilobytes per second],Headers total bytes[kilobytes],Pixel data transfer rate[kilobytes per second],Pixel data total bytes[kilobytes],Total of[kilobytes per second],Total bytes[kilobytes],Number of images ,delete completed for request
2021-11-24 10:17:40,CR,0.15,28.24,2.0,0.0892101,0.0863513,22.418986,349.797118,1234.0,2.0,0.223084,0.133874,0.155114,8.965249,14.712438,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-2134900736.0
2021-11-24 10:17:42,CR,0.16,26.3,2.0,0.0968486,0.0863707,20.650789,95.438972,1234.0,2.0,0.235013,0.138165,0.169441,8.510149,15.250319,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1964244992.0
2021-11-24 10:17:42,MG,0.23,11.59,10.0,0.156824,0.104639,63.765628,172.46236,1234.0,10.0,1.09432,0.937495,0.283771,9.138102,11.103603,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,1920466944.0
2021-11-24 10:17:46,MR,0.14,385.59,114.0,0.100788,0.0912339,1131.082545,11826.887854,1234.0,114.0,0.4362,0.335411,0.150107,261.348065,394.976321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,228.0,1009778688.0
2021-11-24 10:17:48,CT,0.26,632.5,30.0,0.130084,0.12372,230.620924,4556.954069,1234.0,30.0,0.307755,0.177671,0.266688,97.480265,706.171697,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,1044643840.0
2021-11-24 10:17:52,MR,0.14,364.23,338.0,0.123573,0.0943139,2735.225332,11517.784211,1234.0,338.0,1.06541,0.941839,0.166682,317.248193,374.973407,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,676.0,2139619328.0
2021-11-24 10:17:56,CT,0.17,659.21,1006.0,0.233671,0.0930473,4305.198334,7146.732734,1234.0,1006.0,1.69564,1.46197,0.310189,593.285506,725.394301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2012.0,1435500544.0
2021-11-24 10:17:57,CR,0.15,26.98,2.0,0.0988422,0.0886952,20.234272,98.551296,1234.0,2.0,0.226486,0.127644,0.162516,8.830548,15.632083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1929379840.0
2021-11-24 10:18:02,CR,0.26,14.54,2.0,0.151929,0.129463,13.164078,44.513292,1234.0,2.0,0.393877,0.241948,0.278796,5.077732,8.689532,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1877213184.0
2021-11-24 10:18:03,MG,0.34,6.06,10.0,0.154836,0.132688,64.584338,406.353564,1234.0,10.0,1.98487,1.83003,0.357227,5.038119,5.529477,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,1542455296.0
2021-11-24 10:18:07,MG,0.19,12.28,5.0,0.0987709,0.0886102,50.622197,393.673664,1234.0,5.0,0.59426,0.495489,0.197121,8.413827,10.072033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,1210056704.0
2021-11-24 10:18:11,CT,0.34,66.52,167.0,0.151603,0.128947,1101.559862,7326.815704,1234.0,167.0,2.85222,2.70062,0.364334,58.550873,66.723309,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,334.0,1720451072.0
2021-11-24 10:18:13,CR,0.15,25.07,2.0,0.0872057,0.0821174,22.934281,196.529293,1234.0,2.0,0.234028,0.146822,0.159329,8.545997,13.387042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2066481152.0
2021-11-24 10:18:15,CT,0.17,553.85,669.0,0.135433,0.0870925,4939.726476,13818.755029,1234.0,669.0,1.37761,1.24218,0.21804,485.622172,576.073428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1338.0,937426944.0
2021-11-24 10:18:17,CR,0.15,30.56,2.0,0.0898347,0.0868395,22.263112,333.867521,1234.0,2.0,0.213915,0.12408,0.151458,9.349499,16.01099,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1184104448.0
2021-11-24 10:18:17,MR,0.12,505.01,371.0,0.127312,0.0940804,2914.103081,11134.014414,1234.0,371.0,0.850292,0.72298,0.148888,436.320545,527.512861,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,742.0,1207435264.0
2021-11-24 10:18:20,CR,0.19,22.21,2.0,0.111106,0.10793,18.000747,314.831722,1234.0,2.0,0.276662,0.165555,0.189769,7.229051,11.508447,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,423624704.0
2021-11-24 10:18:22,MG,0.2,10.35,10.0,0.101278,0.0912409,98.738419,896.700143,1234.0,10.0,1.16475,1.06347,0.208359,8.585556,9.410407,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,802947072.0
2021-11-24 10:18:24,CT,0.14,517.13,153.0,0.109064,0.0979203,1402.85118,13640.483519,1234.0,153.0,0.436833,0.32777,0.152115,350.247943,533.861388,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,306.0,-1610874880.0
2021-11-24 10:18:27,CT,0.3,365.85,421.0,0.163706,0.131659,2571.680242,13105.50556,1234.0,421.0,1.45538,1.29167,0.336689,289.272485,375.440237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,842.0,709361664.0
2021-11-24 10:18:28,CT,0.34,453.81,307.0,0.159805,0.129261,1921.087724,10018.104614,1234.0,307.0,1.01332,0.853516,0.367368,302.964214,473.719043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,614.0,551550976.0
2021-11-24 10:18:29,MG,0.21,10.25,10.0,0.0962823,0.0931683,103.86125,2890.17341,1234.0,10.0,1.18692,1.09063,0.214282,8.425191,9.253213,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,2102657024.0
2021-11-24 10:18:31,MR,0.15,326.89,152.0,0.102198,0.089278,1487.303128,11686.944677,1234.0,152.0,0.618598,0.516399,0.166536,245.717047,334.025422,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,304.0,2013528064.0
2021-11-24 10:18:32,CR,0.15,26.66,2.0,0.0964875,0.0861827,20.728074,97.042155,1234.0,2.0,0.227519,0.131031,0.162796,8.790486,15.45041,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1885601792.0
2021-11-24 10:18:33,CT,0.18,880.75,436.0,0.119591,0.0867709,3645.759296,13254.072961,1234.0,436.0,0.676252,0.556661,0.214042,644.730357,941.13208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,872.0,1441267712.0
2021-11-24 10:18:35,CR,0.16,10.4,2.0,0.0911732,0.0882564,21.936271,342.84147,1234.0,2.0,0.348732,0.257559,0.159347,5.735061,5.280255,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2005663744.0
2021-11-24 10:18:38,CR,0.29,8.13,2.0,0.140196,0.12637,14.265732,72.328545,1234.0,2.0,0.540391,0.400195,0.308108,3.701021,4.30509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-2075656192.0
2021-11-24 10:18:40,MR,0.14,262.67,338.0,0.126461,0.0903336,2672.752318,9327.996723,1234.0,338.0,1.42351,1.29705,0.172837,237.441121,269.454796,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,676.0,2008809472.0
2021-11-24 10:18:41,CR,0.18,24.91,2.0,0.100888,0.0976869,19.823924,312.373098,1234.0,2.0,0.265104,0.164216,0.188,7.544206,12.969513,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1065353216.0
2021-11-24 10:18:42,CT,0.18,716.36,431.0,0.132519,0.0895591,3252.356449,10009.264389,1234.0,431.0,0.782395,0.649876,0.223705,550.872359,769.657454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,862.0,1005846528.0
2021-11-24 10:18:43,CR,0.3,11.17,2.0,0.13361,0.127185,14.968906,155.625068,1234.0,2.0,0.483474,0.349863,0.310888,4.136731,5.794236,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1882193920.0
2021-11-24 10:18:45,CR,0.16,25.31,2.0,0.0858403,0.0829531,23.29908,346.356331,1234.0,2.0,0.237359,0.151518,0.161221,8.426073,13.134184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1774977024.0
2021-11-24 10:18:48,CR,0.17,26.64,2.0,0.108606,0.0992337,18.415155,106.695119,1234.0,2.0,0.245362,0.136756,0.179656,8.151231,15.21931,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1830551552.0
2021-11-24 10:18:48,MR,0.17,327.31,338.0,0.126915,0.0894694,2663.208173,8999.818401,1234.0,338.0,1.20288,1.07596,0.207659,280.992706,338.618903,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,676.0,382730240.0
2021-11-24 10:18:49,CT,0.32,415.63,1030.0,0.224316,0.139156,4591.73461,12083.137623,1234.0,1030.0,2.79581,2.57149,0.402831,368.408334,430.007773,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2060.0,-1885077504.0
2021-11-24 10:18:50,CR,0.16,40.82,2.0,0.12263,0.116042,16.309196,151.784224,1234.0,2.0,0.213242,0.0906122,0.170834,9.378998,23.580123,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1937506304.0
2021-11-24 10:18:50,MR,0.31,348.91,1043.0,0.322597,0.230682,3233.137082,11336.548619,1234.0,1043.0,3.298,2.97541,0.400572,316.25191,359.628802,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2086.0,1068498944.0
2021-11-24 10:18:50,MR,0.12,556.68,236.0,0.120493,0.100101,1958.616752,11523.788041,1234.0,236.0,0.546786,0.426293,0.143236,431.612783,582.33195,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,472.0,-1875116032.0
2021-11-24 10:18:50,CR,0.32,8.45,2.0,0.254699,0.16976,7.8524,11.773086,1234.0,2.0,0.558143,0.303444,0.406427,3.58331,6.591232,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1432092672.0
2021-11-24 10:18:52,CR,0.15,6.59,2.0,0.0897952,0.0871718,22.272905,381.184722,1234.0,2.0,0.455804,0.366009,0.155058,4.387848,3.325061,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2099249152.0
2021-11-24 10:18:52,CT,0.12,622.07,1186.0,0.189811,0.0889013,6248.320698,11743.172361,1234.0,1186.0,2.0236,1.83379,0.217962,586.084844,656.278453,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2372.0,1606418432.0
2021-11-24 10:18:54,MG,0.36,10.09,10.0,0.101192,0.0905482,98.821748,845.538843,1234.0,10.0,1.35181,1.25062,0.37172,7.397464,9.18279,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,2093481984.0
2021-11-24 10:18:54,CT,0.15,539.87,458.0,0.138122,0.0878861,3315.906723,9097.061868,1234.0,458.0,0.995727,0.857604,0.197613,459.965663,572.60055,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,916.0,-2143813632.0
2021-11-24 10:18:57,CR,0.27,11.92,2.0,0.14843,0.125384,13.474365,43.392231,1234.0,2.0,0.438068,0.289638,0.29327,4.565503,6.906201,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1956904960.0
2021-11-24 10:19:00,CR,0.15,17.57,2.0,0.0937392,0.0846377,21.335791,109.871999,1234.0,2.0,0.266533,0.172794,0.16181,7.503747,9.549001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1507852288.0
2021-11-24 10:19:03,CR,0.15,26.82,2.0,0.0964477,0.0868568,20.736627,104.265502,1234.0,2.0,0.226321,0.129873,0.161333,8.837018,15.387456,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1812463616.0
2021-11-24 10:19:04,CT,0.3,514.83,116.0,0.134838,0.12622,860.290971,13343.698873,1234.0,116.0,0.524971,0.390133,0.308271,220.964713,530.689056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,232.0,432013312.0
2021-11-24 10:19:04,CR,0.28,14.15,2.0,0.154063,0.130996,12.981694,43.352539,1234.0,2.0,0.416533,0.26247,0.298278,4.80154,8.456331,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1789657088.0
2021-11-24 10:19:05,MG,0.36,6.76,5.0,0.154611,0.147874,32.33933,593.815412,1234.0,5.0,1.1,0.945394,0.366668,4.545438,5.454528,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1757675520.0
2021-11-24 10:19:05,US,0.16,101.53,28.0,0.0924816,0.0896929,302.762928,9681.930649,1234.0,28.0,0.437396,0.344915,0.1644,64.015188,98.90262,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,-1846018048.0
2021-11-24 10:19:06,CR,0.33,11.64,2.0,0.145861,0.123413,13.711647,44.545811,1234.0,2.0,0.499529,0.353668,0.350219,4.00377,6.697471,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,342360064.0
2021-11-24 10:19:08,MR,0.27,187.33,338.0,0.168935,0.1392,2000.775448,11333.597896,1234.0,338.0,2.07696,1.90803,0.302435,162.737683,189.909762,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,676.0,2085617664.0
2021-11-24 10:19:12,CR,0.2,24.39,2.0,0.0910797,0.0885503,21.95879,395.350676,1234.0,2.0,0.286871,0.195792,0.207389,6.971767,12.581354,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1004273664.0
2021-11-24 10:19:20,CR,0.17,25.63,2.0,0.094379,0.0907436,21.191155,275.072894,1234.0,2.0,0.243508,0.149129,0.169123,8.213279,13.443589,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1310720000.0
2021-11-24 10:19:20,CR,0.17,25.31,2.0,0.0887711,0.0859426,22.529855,353.544281,1234.0,2.0,0.246054,0.157283,0.169871,8.128284,13.126167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1119617024.0
2021-11-24 10:19:21,CR,0.15,28.4,2.0,0.0879987,0.0855404,22.727608,406.785177,1234.0,2.0,0.223489,0.13549,0.15553,8.948986,14.714841,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1637351424.0
2021-11-24 10:19:21,CR,0.27,11.2,2.0,0.139498,0.133189,14.337092,158.506237,1234.0,2.0,0.449388,0.309889,0.277154,4.450501,5.806058,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1863319552.0
2021-11-24 10:19:24,MR,0.24,229.09,1043.0,0.251496,0.15287,4147.186553,10565.197509,1234.0,1043.0,4.79716,4.54566,0.342923,217.42047,233.934755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2086.0,2105016320.0
2021-11-24 10:19:26,MG,0.32,11.04,14.0,0.182756,0.176336,76.604998,2024.922118,1234.0,197.0,18.1707,17.988,0.328583,10.841602,10.985215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,211.0,1221328896.0
2021-11-24 10:19:27,US,0.15,290.88,28.0,0.0882492,0.0860448,317.283329,12248.230811,1234.0,267.0,1.07225,0.984,0.156561,249.009186,290.491895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,295.0,1592524800.0
2021-11-24 10:19:28,CR,0.27,14.45,2.0,0.132338,0.125922,15.112851,155.877356,1234.0,2.0,0.413436,0.281098,0.28141,4.837513,7.574277,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1832648704.0
2021-11-24 10:19:37,CR,0.28,14.18,2.0,0.133969,0.127435,14.928871,153.045608,1234.0,2.0,0.425725,0.291757,0.291241,4.697866,7.43584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-2065170432.0
2021-11-24 10:19:41,CR,0.17,25.13,2.0,0.108013,0.105122,18.516255,345.925003,1234.0,2.0,0.251753,0.14374,0.175069,7.944285,13.040411,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1807220736.0
2021-11-24 10:19:41,CR,0.16,25.96,2.0,0.0971176,0.0877533,20.59359,106.788548,1234.0,2.0,0.233821,0.136703,0.166141,8.553548,14.775283,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1504182272.0
2021-11-24 10:19:44,CR,0.34,8.97,2.0,0.24062,0.169942,8.311847,14.148574,1234.0,2.0,0.558328,0.317708,0.405996,3.582123,6.564609,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1629487104.0
2021-11-24 10:19:46,CT,0.22,883.99,84.0,0.143219,0.132279,586.515588,7587.114703,1234.0,84.0,0.312084,0.168865,0.228,269.158735,987.11987,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,168.0,1588068352.0
2021-11-24 10:19:54,CR,0.28,6.03,2.0,0.150786,0.128124,13.263866,44.12829,1234.0,2.0,0.615466,0.46468,0.306528,3.24957,3.2369,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-2144337920.0
2021-11-24 10:19:57,MR,0.18,492.46,419.0,0.140416,0.103869,2983.986178,11437.295982,1234.0,419.0,1.03572,0.895303,0.221433,404.549766,513.332775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,838.0,-1751908352.0
2021-11-24 10:19:57,MG,0.24,12.34,14.0,0.159016,0.108284,88.041621,256.250037,1234.0,197.0,16.2101,16.0511,0.295242,12.152943,12.315562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,211.0,1967915008.0
2021-11-24 10:19:58,CR,0.16,22.53,2.0,0.0969822,0.0870474,20.622341,100.656279,1234.0,2.0,0.252368,0.155386,0.173539,7.924935,12.685767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,731381760.0
2021-11-24 10:19:59,CR,0.15,26.98,2.0,0.0933925,0.083163,21.414996,97.756489,1234.0,2.0,0.222906,0.129513,0.159006,8.9724,15.649501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,714866688.0
2021-11-24 10:20:01,CR,0.15,28.03,2.0,0.0992214,0.0887749,20.156942,95.725841,1234.0,2.0,0.222154,0.122932,0.161256,9.002772,16.420981,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1970012160.0
2021-11-24 10:20:04,US,0.33,151.06,28.0,0.158506,0.14386,176.64913,1843.519347,1234.0,267.0,2.10055,1.94204,0.347709,127.109675,151.753769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,295.0,-2018770944.0
2021-11-24 10:20:05,US,0.14,92.43,32.0,0.0953315,0.0859881,335.670791,3317.850033,1234.0,32.0,0.487509,0.392178,0.150663,65.6398,92.030241,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,-2143027200.0
2021-11-24 10:20:07,CR,0.15,27.15,2.0,0.0960131,0.0864644,20.830491,104.726298,1234.0,2.0,0.224649,0.128636,0.160533,8.902773,15.59678,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,628097024.0
2021-11-24 10:20:09,US,0.15,258.79,35.0,0.0950702,0.0856709,368.14901,3617.290649,1234.0,260.0,1.15503,1.05995,0.159754,225.103333,260.230605,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,295.0,-1989672960.0
2021-11-24 10:20:11,CT,0.18,679.44,1006.0,0.235858,0.0919365,4265.283686,6982.987913,1234.0,1006.0,1.66535,1.4295,0.328648,604.075625,751.848087,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2012.0,-2119696384.0
2021-11-24 10:20:13,MR,0.3,118.68,116.0,0.145194,0.136064,798.931636,12595.424028,1234.0,116.0,1.27711,1.13192,0.308827,90.829935,118.76671,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,232.0,-1740374016.0
2021-11-24 10:20:14,US,0.15,144.13,8.0,0.0914006,0.0891571,87.526778,3120.124805,1234.0,49.0,0.486577,0.395177,0.14885,100.703403,142.126376,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.0,798752768.0
2021-11-24 10:20:15,MG,0.19,10.91,10.0,0.0983971,0.0888009,101.629011,937.871241,1234.0,10.0,1.10676,1.00836,0.19965,9.035378,9.921609,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,1219756032.0
2021-11-24 10:20:17,US,0.15,239.47,23.0,0.0893619,0.0873672,257.380382,11029.227453,1234.0,248.0,1.18308,1.09372,0.149467,209.621722,238.966773,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,271.0,1002700800.0
2021-11-24 10:20:22,CR,0.26,12.87,2.0,0.131485,0.124941,15.210895,152.823413,1234.0,2.0,0.417441,0.285956,0.268595,4.791097,6.71838,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1396178944.0
2021-11-24 10:20:25,MR,0.25,407.41,23.0,0.164686,0.141839,139.659462,962.902012,1234.0,23.0,0.308492,0.143805,0.274885,74.556325,654.62942,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,711458816.0
2021-11-24 10:20:25,CT,0.31,324.31,423.0,0.164107,0.132344,2577.586575,13285.940516,1234.0,423.0,1.61284,1.44873,0.340292,262.270395,331.618426,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,846.0,944504832.0
2021-11-24 10:20:26,CR,0.27,11.88,2.0,0.15793,0.13515,12.663814,43.898156,1234.0,2.0,0.435157,0.277226,0.289619,4.596044,6.871062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1049624576.0
2021-11-24 10:20:26,CT,0.34,521.43,73.0,0.156483,0.134808,466.504349,3321.738007,1234.0,73.0,0.479962,0.323479,0.361637,152.095438,608.495613,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,146.0,630718464.0
2021-11-24 10:20:28,MR,0.13,390.66,338.0,0.121962,0.0925913,2771.350468,11473.941895,1234.0,338.0,0.997523,0.875561,0.161683,338.839407,403.187309,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,676.0,2108686336.0
2021-11-24 10:20:28,US,0.16,175.46,15.0,0.089095,0.0867558,168.359616,5984.95212,1234.0,76.0,0.593803,0.504708,0.163,127.988597,174.093657,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.0,1128792064.0
2021-11-24 10:20:29,MR,0.15,430.96,338.0,0.1217,0.0914169,2777.321282,11128.319095,1234.0,338.0,0.935494,0.813794,0.181483,361.306549,446.943082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,676.0,2083782656.0
2021-11-24 10:20:32,US,0.15,248.78,35.0,0.0953567,0.0860028,367.042903,3634.847497,1234.0,260.0,1.19413,1.09877,0.158391,217.731501,250.062612,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,295.0,565968896.0
2021-11-24 10:20:36,CT,0.16,536.33,263.0,0.111815,0.0900254,2352.093139,12023.919339,1234.0,263.0,0.65239,0.540575,0.183813,403.132972,559.138977,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,526.0,81788928.0
2021-11-24 10:20:36,CR,0.18,27.2,2.0,0.0899068,0.0871248,22.245258,359.45363,1234.0,2.0,0.253727,0.163821,0.182984,7.882479,14.135614,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1184104448.0
2021-11-24 10:20:41,CT,0.37,341.16,1006.0,0.348724,0.192645,2884.799572,6439.042767,1234.0,1006.0,3.32209,2.97337,0.529377,302.821025,359.864515,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2012.0,1150550016.0
2021-11-24 10:20:44,CR,0.16,25.73,2.0,0.0984406,0.0882263,20.31682,97.901961,1234.0,2.0,0.233941,0.135501,0.166436,8.549153,14.813586,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1827930112.0
2021-11-24 10:20:44,CR,0.15,25.57,2.0,0.097674,0.0875468,20.476278,98.743977,1234.0,2.0,0.232727,0.135053,0.164646,8.593749,14.6883,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1646788608.0
2021-11-24 10:20:45,CT,0.12,236.04,17.0,0.0971264,0.0939364,175.029652,5015.673981,1234.0,17.0,0.194749,0.0976223,0.125917,87.291982,232.451374,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0,1885863936.0
2021-11-24 10:20:48,CT,0.17,501.76,1006.0,0.258351,0.0953348,3893.922732,6165.020105,1234.0,1006.0,2.17413,1.91578,0.332204,462.714247,545.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2012.0,-2099249152.0
2021-11-24 10:20:48,CT,0.15,453.07,1030.0,0.200395,0.106567,5139.851363,10966.887248,1234.0,1030.0,2.42531,2.22491,0.245775,424.688066,472.119248,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2060.0,-1824260096.0
2021-11-24 10:20:52,MG,0.18,12.52,10.0,0.0912211,0.0885966,109.62376,3429.224614,1234.0,10.0,0.977972,0.886751,0.181648,10.22524,11.301922,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,749469696.0
2021-11-24 10:20:52,US,0.16,179.24,58.0,0.0989134,0.0882116,586.371513,5326.206806,1234.0,116.0,0.809213,0.710299,0.172728,143.349173,180.679941,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,174.0,1207697408.0
2021-11-24 10:20:56,CR,0.18,25.51,2.0,0.11291,0.103069,17.713192,101.614657,1234.0,2.0,0.263154,0.150244,0.194583,7.600121,14.58351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,371720192.0
2021-11-24 10:20:58,CR,0.24,17.53,2.0,0.15374,0.101422,13.008942,19.113734,1234.0,2.0,0.349832,0.196091,0.288031,5.717033,16.180916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,160956416.0
2021-11-24 10:21:02,CT,0.16,767.53,84.0,0.100828,0.0900006,833.100264,7665.59533,1234.0,84.0,0.267318,0.16649,0.168704,314.232135,841.658656,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,168.0,1647575040.0
2021-11-24 10:21:05,CR,0.21,25.7,2.0,0.117474,0.108208,17.025087,107.920269,1234.0,2.0,0.287668,0.170194,0.21912,6.952464,14.588382,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-2094268416.0
2021-11-24 10:21:06,CR,0.31,12.09,2.0,0.140918,0.134321,14.192631,151.57716,1234.0,2.0,0.479708,0.33879,0.32088,4.169201,6.296115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1606418432.0
2021-11-24 10:21:07,MG,0.23,11.85,8.0,0.123081,0.113784,64.997741,752.95535,1234.0,8.0,0.902302,0.779221,0.236324,8.86621,10.510859,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,1736179712.0
2021-11-24 10:21:07,CT,0.16,451.37,871.0,0.155593,0.0880708,5597.952602,12884.727599,1234.0,871.0,2.0895,1.93391,0.227339,416.846395,467.199381,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1742.0,-2114453504.0
2021-11-24 10:21:09,CR,0.17,22.61,2.0,0.0897312,0.0872472,22.288791,402.57649,1234.0,2.0,0.253835,0.164104,0.167854,7.879128,11.630463,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1988100096.0
2021-11-24 10:21:10,CR,0.16,28.16,2.0,0.0969653,0.0886017,20.625935,119.565737,1234.0,2.0,0.226227,0.129261,0.163574,8.840689,15.961081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1031798784.0
2021-11-24 10:21:17,MG,0.18,10.98,10.0,0.0991064,0.0896431,100.901657,951.042448,1234.0,10.0,1.0947,0.995594,0.193304,9.134917,9.984511,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,1498152960.0
