Date,Modality,FirstImageTime,ImagesPerSecond,headers were loaded,Total headers load time is[seconds],First header load time is[seconds],header per second [with first header],header per second [without first header],Load completed for request,images were loaded,Total load time is[seconds],Total Pixel data load time is[seconds],First image time is[seconds],images per second [with first image],images per second [without first image],Headers transfer rate[kilobytes per second],Headers total bytes[kilobytes],Pixel data transfer rate[kilobytes per second],Pixel data total bytes[kilobytes],Total of[kilobytes per second],Total bytes[kilobytes],Number of images ,delete completed for request
2021-11-24 09:53:09,CT,0.32,300.04,871.0,0.203288,0.139761,4284.553373,13694.921231,1234.0,871.0,3.22763,3.02434,0.388224,269.857792,306.402545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1742.0,837025792.0
2021-11-24 09:53:10,CR,0.16,28.05,2.0,0.0988697,0.0883101,20.228644,94.700557,1234.0,2.0,0.226568,0.127698,0.165832,8.82738,16.464862,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1760821248.0
2021-11-24 09:53:11,CR,0.29,18.16,2.0,0.198326,0.172446,10.084412,38.640474,1234.0,2.0,0.399484,0.201158,0.315217,5.006455,11.867013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1662779392.0
2021-11-24 09:53:12,US,0.3,196.87,23.0,0.179447,0.173234,128.171621,3540.962498,1234.0,248.0,1.55492,1.37547,0.301424,159.494198,197.049538,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,271.0,1986527232.0
2021-11-24 09:53:12,CR,0.09,30.9,2.0,0.0302037,0.0276462,66.217053,391.006843,1234.0,2.0,0.152947,0.122743,0.0907736,13.076459,16.084152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-2014314496.0
2021-11-24 09:53:13,CT,0.33,306.44,871.0,0.208959,0.145652,4168.281816,13742.490992,1234.0,871.0,3.1755,2.96654,0.396485,274.287643,313.060687,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1742.0,-1972633600.0
2021-11-24 09:53:14,CR,0.15,23.14,2.0,0.0881804,0.0853294,22.680777,350.754121,1234.0,2.0,0.239027,0.150847,0.155446,8.367249,11.964399,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1796472832.0
2021-11-24 09:53:14,CT,0.12,504.95,871.0,0.183051,0.0910913,4758.228977,9460.635059,1234.0,871.0,1.84318,1.66012,0.210203,472.554076,532.770793,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1742.0,729022464.0
2021-11-24 09:53:19,CT,0.18,648.67,394.0,0.132953,0.0896609,2963.444335,9077.784836,1234.0,394.0,0.791508,0.658554,0.227399,497.784228,696.673746,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,788.0,563347456.0
2021-11-24 09:53:19,MG,0.21,11.25,5.0,0.0930443,0.090442,53.737843,1537.101795,1234.0,5.0,0.651164,0.55812,0.209239,7.678552,9.051293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,381157376.0
2021-11-24 09:53:25,CR,0.28,12.66,2.0,0.134807,0.128238,14.836069,152.234807,1234.0,2.0,0.435797,0.30099,0.284388,4.589293,6.604614,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1776287744.0
2021-11-24 09:53:27,CR,0.17,18.74,2.0,0.14508,0.101435,13.785498,22.912237,1234.0,2.0,0.275078,0.129998,0.211973,7.270665,15.84668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,341311488.0
2021-11-24 09:53:29,CT,0.1,595.09,171.0,0.0417454,0.0292613,4096.259708,13617.321233,1234.0,171.0,0.387598,0.345853,0.112731,441.178747,618.480038,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,342.0,143654912.0
2021-11-24 09:53:29,CR,0.27,11.92,2.0,0.14946,0.126657,13.381516,43.854071,1234.0,2.0,0.435697,0.286237,0.290699,4.590344,6.896647,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,880279552.0
2021-11-24 09:53:30,CR,0.26,14.43,2.0,0.131881,0.125714,15.165221,162.171805,1234.0,2.0,0.395877,0.263996,0.263469,5.052074,7.552397,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1823473664.0
2021-11-24 09:53:30,MG,0.18,12.85,10.0,0.0938498,0.0911567,106.553237,3341.873677,1234.0,10.0,0.958654,0.864804,0.183436,10.431292,11.609639,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,1480589312.0
2021-11-24 09:53:32,US,0.28,86.19,58.0,0.151202,0.128287,383.592049,2487.464488,1234.0,116.0,1.62747,1.47627,0.304497,71.276122,86.925176,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,174.0,-1633419264.0
2021-11-24 09:53:33,CR,0.26,13.4,2.0,0.15103,0.128135,13.242411,43.677087,1234.0,2.0,0.409924,0.258894,0.283513,4.878954,7.910729,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1869086720.0
2021-11-24 09:53:33,CR,0.27,12.0,2.0,0.150883,0.128298,13.255321,44.276979,1234.0,2.0,0.432142,0.281259,0.288035,4.628113,6.939317,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,37224448.0
2021-11-24 09:53:36,CT,0.94,641.56,1030.0,0.173765,0.096975,5927.552646,13400.217216,1234.0,1030.0,2.54136,2.3676,1.0127,405.294197,673.137377,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2060.0,-1875378176.0
2021-11-24 09:53:38,MG,0.34,4.65,5.0,0.138909,0.132607,35.994788,634.668782,1234.0,5.0,1.41427,1.27536,0.345496,3.535386,3.742596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-2086666240.0
2021-11-24 09:53:44,CT,0.33,331.51,1186.0,0.225165,0.13545,5267.243784,13208.449395,1234.0,1186.0,3.90607,3.6809,0.418187,303.630248,339.747976,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2372.0,697303040.0
2021-11-24 09:53:45,CT,0.33,273.42,1006.0,0.367197,0.221346,2739.671561,6890.55603,1234.0,1006.0,4.01005,3.64286,0.476545,250.86954,284.419918,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2012.0,2071986176.0
2021-11-24 09:53:46,US,0.16,129.08,15.0,0.0968195,0.0868321,154.927468,1401.766225,1234.0,76.0,0.750544,0.653724,0.171742,101.259913,129.57799,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.0,1694498816.0
2021-11-24 09:53:47,CT,0.28,388.27,28.0,0.137004,0.130778,204.373893,4336.722402,1234.0,28.0,0.353467,0.216463,0.287579,79.215271,409.783194,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,1491599360.0
2021-11-24 09:53:51,US,0.27,204.3,35.0,0.10265,0.0917324,340.964774,3114.266087,1234.0,260.0,1.53952,1.43687,0.27782,168.883457,205.278007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,295.0,2135687168.0
2021-11-24 09:53:53,CR,0.32,10.04,2.0,0.130381,0.124084,15.339623,158.798215,1234.0,2.0,0.515606,0.385224,0.322783,3.878934,5.186125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1908408320.0
2021-11-24 09:53:54,CT,0.74,288.51,1030.0,0.319728,0.237165,3221.492295,12463.300485,1234.0,1030.0,4.30555,3.98582,0.818008,239.226315,295.050489,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2060.0,-2072510464.0
2021-11-24 09:53:55,CR,0.17,16.24,2.0,0.0407259,0.0314905,49.108798,108.279013,1234.0,2.0,0.28903,0.248304,0.175132,6.919702,8.779809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1915486208.0
2021-11-24 09:53:55,CR,0.24,28.65,2.0,0.0991299,0.0964966,20.175547,379.751642,1234.0,2.0,0.314064,0.214934,0.246893,6.368131,14.887333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-2015625216.0
2021-11-24 09:53:59,CR,0.29,14.88,2.0,0.131856,0.125274,15.168039,151.931813,1234.0,2.0,0.420311,0.288455,0.292444,4.758379,7.820608,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1462763520.0
2021-11-24 09:54:00,CR,0.58,12.76,2.0,0.225151,0.222406,8.882927,364.311997,1234.0,2.0,0.735984,0.510833,0.582031,2.717452,6.495497,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1309409280.0
2021-11-24 09:54:02,CT,0.3,281.4,746.0,0.163271,0.108379,4569.09625,13572.0805,1234.0,746.0,2.95391,2.79064,0.357735,252.546898,286.960978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1492.0,802947072.0
2021-11-24 09:54:03,MG,0.21,10.31,10.0,0.101681,0.0907035,98.34679,819.858802,1234.0,10.0,1.18059,1.07891,0.221681,8.470337,9.385662,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,-1906049024.0
2021-11-24 09:54:04,US,0.16,150.15,58.0,0.101314,0.0907739,572.478774,5408.020949,1234.0,116.0,0.927565,0.826251,0.165544,125.058675,150.914635,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,174.0,-1681915904.0
2021-11-24 09:54:06,CT,0.17,447.79,1186.0,0.18077,0.091144,6560.826775,13221.624553,1234.0,1186.0,2.81622,2.63545,0.257277,421.131169,463.080922,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2372.0,-2123366400.0
2021-11-24 09:54:06,MG,0.21,10.18,10.0,0.102016,0.0910956,98.024224,824.175824,1234.0,129.0,12.8839,12.7819,0.224426,10.012478,10.110985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,139.0,2056781824.0
2021-11-24 09:54:06,US,0.34,82.83,15.0,0.175469,0.153289,85.484942,631.193587,1234.0,76.0,1.26078,1.08531,0.365371,60.280206,83.760746,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.0,890241024.0
2021-11-24 09:54:07,MG,0.26,6.82,12.0,0.103194,0.0922104,116.285605,1001.474899,1234.0,237.0,35.0288,34.9256,0.273334,6.765854,6.790291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,249.0,-1996226560.0
2021-11-24 09:54:08,MG,0.13,11.22,10.0,0.0348834,0.031778,286.669304,2898.177368,1234.0,10.0,1.02488,0.989998,0.136454,9.757229,10.130264,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,-1774977024.0
2021-11-24 09:54:08,CR,0.25,13.54,2.0,0.128083,0.121782,15.614911,158.702449,1234.0,2.0,0.396375,0.268293,0.254969,5.045722,7.071801,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1331167232.0
2021-11-24 09:54:12,US,0.14,305.19,28.0,0.0923211,0.0823873,303.289281,2717.993114,1234.0,267.0,1.0189,0.926582,0.153977,262.04656,307.540725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,295.0,229113856.0
2021-11-24 09:54:17,MG,0.43,6.59,5.0,0.156882,0.150438,31.871068,620.732464,1234.0,5.0,1.18839,1.03151,0.436225,4.207364,5.317963,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,1468006400.0
2021-11-24 09:54:20,CR,0.09,30.33,2.0,0.0311721,0.0286367,64.159938,394.415082,1234.0,2.0,0.157336,0.126164,0.0939407,12.711617,15.773941,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-2068578304.0
2021-11-24 09:54:22,CR,0.31,10.71,2.0,0.149284,0.126269,13.397319,43.451246,1234.0,2.0,0.500248,0.350965,0.336485,3.998015,6.106359,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1858338816.0
2021-11-24 09:54:27,MG,0.19,10.66,8.0,0.100751,0.0908686,79.403836,708.344296,1234.0,8.0,0.942086,0.841335,0.201637,8.491793,9.453721,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,482344960.0
2021-11-24 09:54:27,MR,0.14,469.53,822.0,0.178295,0.0910096,4610.347145,9405.968952,1234.0,822.0,1.89401,1.71572,0.230614,433.998927,493.567392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1644.0,575668224.0
2021-11-24 09:54:28,US,0.18,238.31,35.0,0.091862,0.088533,381.006292,10213.27726,1234.0,260.0,1.26802,1.17616,0.180315,205.043987,238.11599,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,295.0,122159104.0
2021-11-24 09:54:28,CT,0.18,791.51,359.0,0.146923,0.103379,2443.465092,8221.701157,1234.0,359.0,0.631825,0.484902,0.221805,568.195667,873.128353,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,718.0,-1777336320.0
2021-11-24 09:54:28,CR,0.15,31.09,2.0,0.0902204,0.0876582,22.167935,390.289595,1234.0,2.0,0.212799,0.122578,0.151027,9.398562,16.188564,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,942145536.0
2021-11-24 09:54:33,CR,0.16,28.98,2.0,0.0921855,0.0892979,21.695386,346.308353,1234.0,2.0,0.22476,0.132575,0.158634,8.89838,15.122668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,337641472.0
2021-11-24 09:54:34,CR,0.15,26.17,2.0,0.0967527,0.0861784,20.671258,94.568908,1234.0,2.0,0.228174,0.131421,0.162336,8.765248,15.188774,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1662517248.0
2021-11-24 09:54:35,CT,0.17,740.24,344.0,0.146506,0.089719,2348.029907,6040.136088,1234.0,344.0,0.639331,0.492826,0.231405,538.062107,840.837337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,688.0,1841561600.0
2021-11-24 09:54:35,MG,0.33,5.9,10.0,0.138839,0.131904,72.025716,1297.65269,1234.0,10.0,2.02875,1.88991,0.340028,4.929153,5.329485,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,2023227392.0
2021-11-24 09:54:35,US,0.2,151.22,15.0,0.111499,0.101247,134.530837,1365.613843,1234.0,76.0,0.70328,0.591782,0.210939,108.065051,152.333289,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.0,609746944.0
2021-11-24 09:54:37,CR,0.12,25.8,2.0,0.0328983,0.0304403,60.793415,406.834825,1234.0,2.0,0.195506,0.162607,0.120457,10.229876,13.324628,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1983381504.0
2021-11-24 09:54:37,MG,0.21,10.41,10.0,0.100508,0.0897791,99.494271,838.832345,1234.0,10.0,1.17179,1.07128,0.22227,8.533929,9.478443,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,1144258560.0
2021-11-24 09:54:38,CR,0.3,8.3,2.0,0.152916,0.129037,13.079102,41.878677,1234.0,2.0,0.543081,0.390166,0.325876,3.682689,4.603935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,852754432.0
2021-11-24 09:54:39,MR,0.23,659.96,20.0,0.135439,0.129273,147.668281,3081.564137,1234.0,20.0,0.260435,0.124997,0.236296,76.794505,787.11126,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,-1670119424.0
2021-11-24 09:54:40,CR,0.17,30.08,2.0,0.0887837,0.0861955,22.526657,386.368905,1234.0,2.0,0.241478,0.152695,0.177585,8.282311,15.651069,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,599261184.0
2021-11-24 09:54:41,MG,0.3,6.66,8.0,0.154281,0.131767,51.853403,310.910746,1234.0,8.0,1.506,1.35172,0.327484,5.312097,5.939689,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,2089287680.0
2021-11-24 09:54:44,US,0.33,83.38,15.0,0.149223,0.12599,100.520899,602.596329,1234.0,76.0,1.24336,1.09413,0.355085,61.124881,84.433673,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.0,263716864.0
2021-11-24 09:54:46,MG,0.21,10.61,8.0,0.0945573,0.0849687,84.604785,730.033582,1234.0,8.0,0.962101,0.867544,0.217367,8.315133,9.399325,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,1119617024.0
2021-11-24 09:54:46,US,0.17,283.43,28.0,0.103138,0.0925345,271.479876,2546.23299,1234.0,267.0,1.11503,1.0119,0.183602,239.454474,285.581679,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,295.0,1598554112.0
2021-11-24 09:54:50,US,0.1,88.03,28.0,0.0387088,0.0293524,723.349729,2885.725279,1234.0,28.0,0.419897,0.381188,0.111177,66.683052,87.458032,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,-1796997120.0
2021-11-24 09:54:50,MG,0.19,11.28,10.0,0.0929243,0.0899,107.614478,2975.895248,1234.0,10.0,1.07439,0.981465,0.190513,9.307613,10.182415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,-1928331264.0
2021-11-24 09:54:52,CR,0.3,30.37,2.0,0.0907724,0.0872056,22.033129,280.363351,1234.0,2.0,0.366182,0.27541,0.30389,5.461757,16.053374,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1227096064.0
2021-11-24 09:54:54,CR,0.24,30.54,2.0,0.090391,0.0876404,22.126097,363.557042,1234.0,2.0,0.306325,0.215934,0.243581,6.52902,15.937728,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,805044224.0
2021-11-24 09:54:54,CT,0.16,554.86,380.0,0.118723,0.0907801,3200.722352,13563.276802,1234.0,380.0,0.848333,0.72961,0.191419,447.937096,576.939353,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,760.0,1747976192.0
2021-11-24 09:54:57,CR,0.15,27.38,2.0,0.100089,0.0892987,19.982216,92.675829,1234.0,2.0,0.225793,0.125704,0.163537,8.857659,16.062528,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1452539904.0
2021-11-24 09:54:57,CT,0.12,270.7,19.0,0.099809,0.0903574,190.363594,1904.43946,1234.0,19.0,0.195117,0.0953081,0.13438,97.377421,296.361179,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,672137216.0
2021-11-24 09:54:58,MR,0.15,343.07,338.0,0.118616,0.0901267,2849.521651,11828.836386,1234.0,338.0,1.13991,1.0213,0.183187,296.513597,352.242483,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,676.0,366739456.0
2021-11-24 09:54:59,CR,0.15,24.76,2.0,0.0939396,0.0849108,21.290276,110.75669,1234.0,2.0,0.235065,0.141126,0.16331,8.508274,13.93633,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,293076992.0
2021-11-24 09:55:03,CT,0.12,512.11,871.0,0.154798,0.0915192,5626.669509,13748.571808,1234.0,871.0,1.82067,1.66587,0.183143,478.396314,531.290312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1742.0,2037645312.0
2021-11-24 09:55:05,CT,0.3,488.97,143.0,0.139946,0.128531,1021.824894,12440.535118,1234.0,143.0,0.595984,0.456039,0.314946,239.939247,505.268851,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,286.0,-1945108480.0
2021-11-24 09:55:15,CR,0.15,29.73,2.0,0.0859249,0.0834342,23.27614,401.493556,1234.0,2.0,0.218447,0.132522,0.153669,9.155547,15.437292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2130182144.0
2021-11-24 09:55:16,MR,0.13,356.91,224.0,0.108326,0.0890627,2067.824648,11576.176955,1234.0,224.0,0.758659,0.650333,0.150318,295.257778,366.570421,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,448.0,891813888.0
2021-11-24 09:55:18,CT,0.31,402.3,191.0,0.146414,0.132449,1304.522733,13605.831889,1234.0,191.0,0.78882,0.642407,0.328017,242.133759,412.323883,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,382.0,1551892480.0
2021-11-24 09:55:19,CR,0.15,26.85,2.0,0.0979367,0.0878781,20.421354,99.417414,1234.0,2.0,0.225224,0.127287,0.160794,8.880048,15.520672,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1968177152.0
2021-11-24 09:55:20,CR,0.3,11.87,2.0,0.171687,0.14731,11.649078,41.02177,1234.0,2.0,0.464074,0.292386,0.319935,4.309661,6.937791,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,647495680.0
2021-11-24 09:55:24,MG,0.38,6.12,5.0,0.251913,0.178918,19.848154,54.798724,1234.0,5.0,1.19345,0.941534,0.449573,4.189547,5.377261,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,1434714112.0
2021-11-24 09:55:25,MR,0.13,522.87,516.0,0.138049,0.0937028,3737.803244,11613.170914,1234.0,516.0,1.11593,0.977878,0.173413,462.396045,546.411214,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1032.0,1169424384.0
2021-11-24 09:55:26,MR,0.3,180.51,338.0,0.169176,0.139689,1997.914603,11428.687702,1234.0,338.0,2.17257,2.00339,0.32963,155.576108,182.860005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,676.0,1149501440.0
2021-11-24 09:55:34,CT,0.33,351.63,356.0,0.202788,0.148827,1755.528806,6578.788873,1234.0,356.0,1.34479,1.142,0.386328,264.725032,370.384359,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,712.0,1641283584.0
2021-11-24 09:55:39,MG,0.32,5.74,10.0,0.141225,0.135519,70.809043,1577.287066,1234.0,10.0,2.0634,1.92218,0.32646,4.846362,5.181516,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,1096286208.0
2021-11-24 09:55:42,CT,0.12,400.82,871.0,0.172507,0.0941915,5049.058765,11108.85529,1234.0,871.0,2.29407,2.12156,0.199332,379.674883,415.3268,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1742.0,-2023227392.0
2021-11-24 09:55:43,CR,0.16,23.6,2.0,0.0967294,0.0873002,20.676237,106.053536,1234.0,2.0,0.246199,0.14947,0.170894,8.123497,13.27926,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1483210752.0
2021-11-24 09:55:44,MG,0.55,12.6,10.0,0.10105,0.0909482,98.961008,890.939149,1234.0,129.0,10.7837,10.6826,0.558599,11.962552,12.518272,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,139.0,1571028992.0
2021-11-24 09:55:44,CR,0.1,26.28,2.0,0.038139,0.028576,52.43976,104.569696,1234.0,2.0,0.175597,0.137458,0.109067,11.389703,15.030745,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1592786944.0
2021-11-24 09:55:46,US,0.16,99.98,28.0,0.0997525,0.0898812,280.694719,2735.20205,1234.0,28.0,0.440282,0.340529,0.17009,63.595634,99.928865,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,1854406656.0
2021-11-24 09:55:52,CR,0.16,21.0,2.0,0.104958,0.0951247,19.055259,101.696294,1234.0,2.0,0.253132,0.148174,0.167743,7.901016,11.711151,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1959002112.0
2021-11-24 09:55:53,MG,0.19,11.3,10.0,0.0999989,0.0890927,100.0011,825.218683,1234.0,10.0,1.0703,0.970298,0.196006,9.343202,10.294058,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,1509425152.0
2021-11-24 09:55:55,CR,0.17,25.32,2.0,0.10037,0.0888232,19.926193,86.601081,1234.0,2.0,0.248048,0.147678,0.180597,8.062946,14.825533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1964769280.0
2021-11-24 09:55:58,CR,0.28,12.1,2.0,0.140648,0.134171,14.219896,154.390082,1234.0,2.0,0.44896,0.308312,0.290152,4.454745,6.296944,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1695285248.0
2021-11-24 09:55:59,CT,0.17,645.1,1030.0,0.173424,0.0958387,5939.207883,13262.855883,1234.0,1030.0,1.76472,1.59129,0.245655,583.662857,677.391751,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2060.0,83361792.0
2021-11-24 09:56:03,CR,0.38,8.81,2.0,0.249191,0.242711,8.025959,154.316225,1234.0,2.0,0.60431,0.355119,0.383761,3.309558,4.534134,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1804861440.0
2021-11-24 09:56:04,CR,0.17,28.0,2.0,0.0941575,0.0907886,21.241006,296.832794,1234.0,2.0,0.239982,0.145824,0.171914,8.333965,14.691191,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,628097024.0
2021-11-24 09:56:05,MG,0.15,8.58,8.0,0.0346628,0.0314665,230.794973,2190.032225,1234.0,8.0,1.08677,1.05211,0.157565,7.361235,7.53329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,1128267776.0
2021-11-24 09:56:05,MR,0.24,196.86,7.0,0.152877,0.129352,45.788504,255.052158,1234.0,7.0,0.274139,0.121262,0.262105,25.53452,498.595622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,1600389120.0
2021-11-24 09:56:07,MR,0.13,316.29,125.0,0.0967686,0.0864847,1291.741329,12057.682397,1234.0,125.0,0.5285,0.431731,0.143579,236.518672,322.144359,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,250.0,115605504.0
2021-11-24 09:56:16,CR,0.09,29.2,2.0,0.0309062,0.0282505,64.711935,376.548556,1234.0,2.0,0.15935,0.128444,0.0935036,12.550957,15.186767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,961544192.0
2021-11-24 09:56:17,US,0.16,154.08,58.0,0.0923559,0.0875274,628.005358,11804.908357,1234.0,116.0,0.914898,0.822542,0.166861,126.790118,153.735752,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,174.0,-1916534784.0
2021-11-24 09:56:19,US,0.34,85.93,58.0,0.138175,0.130555,419.756339,7480.413129,1234.0,116.0,1.68859,1.55042,0.346309,68.696303,85.674954,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,174.0,1649147904.0
2021-11-24 09:56:20,US,0.42,143.25,23.0,0.152366,0.129753,150.952708,972.904607,1234.0,248.0,2.14947,1.9971,0.440825,115.377311,144.559018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,271.0,383254528.0
2021-11-24 09:56:22,MG,0.18,9.95,10.0,0.0984494,0.0890542,101.575022,957.935967,1234.0,10.0,1.18389,1.08544,0.187941,8.446752,9.036639,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,821035008.0
2021-11-24 09:56:22,CR,0.17,23.19,2.0,0.0999221,0.0903745,20.015592,104.738364,1234.0,2.0,0.253205,0.153283,0.176516,7.898732,13.039697,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1066926080.0
2021-11-24 09:56:24,US,0.16,133.43,15.0,0.0936481,0.0842236,160.174099,1485.489946,1234.0,76.0,0.728887,0.635239,0.168725,104.268577,133.889911,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.0,1688993792.0
2021-11-24 09:56:25,MG,0.35,10.35,12.0,0.141181,0.135261,84.997092,1857.982569,1234.0,244.0,23.9212,23.78,0.351752,10.200168,10.309968,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,256.0,660865024.0
2021-11-24 09:56:27,CT,0.17,652.4,1006.0,0.238876,0.0926845,4211.397062,6874.563499,1234.0,1006.0,1.70728,1.46841,0.311475,589.2404,720.013119,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2012.0,-1623195648.0
2021-11-24 09:56:27,CT,0.06,358.47,80.0,0.0344355,0.0285622,2323.183924,13450.700628,1234.0,80.0,0.280146,0.24571,0.0628513,285.565486,363.561727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,160.0,770965504.0
